accession,name,url,organism_name,infraspecific_name,asm_name
GCA_024679215.1,GCA_024679215.1 Phytophthora pini strain=Ppini_OSU-2014 ASM2467921v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/215/GCA_024679215.1_ASM2467921v1,Phytophthora pini,strain=Ppini_OSU-2014,ASM2467921v1
GCA_033558055.1,GCA_033558055.1 Phytophthora pini HumboldtARI_Ppin_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/558/055/GCA_033558055.1_HumboldtARI_Ppin_1.0,Phytophthora pini,na,HumboldtARI_Ppin_1.0
GCA_023611945.1,GCA_023611945.1 Phytophthora pini ASM2361194v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/611/945/GCA_023611945.1_ASM2361194v1,Phytophthora pini,na,ASM2361194v1
GCA_037042805.1,GCA_037042805.1 Cryptosporidium xiaoi ASM3704280v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/042/805/GCA_037042805.1_ASM3704280v1,Cryptosporidium xiaoi,na,ASM3704280v1
GCA_037039495.1,GCA_037039495.1 Cryptosporidium xiaoi strain=52996 ASM3703949v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/039/495/GCA_037039495.1_ASM3703949v1,Cryptosporidium xiaoi,strain=52996,ASM3703949v1
GCA_947538835.1,GCA_947538835.1 uncultured Chrysochromulina Chrysochromulina_group1_assembly,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/538/835/GCA_947538835.1_Chrysochromulina_group1_assembly,uncultured Chrysochromulina,na,Chrysochromulina_group1_assembly
GCA_947538845.1,GCA_947538845.1 uncultured Chrysochromulina Chrysochromulina_group2_assembly,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/538/845/GCA_947538845.1_Chrysochromulina_group2_assembly,uncultured Chrysochromulina,na,Chrysochromulina_group2_assembly
GCA_963972235.1,GCA_963972235.1 uncultured Cafeteriaceae ERR7163067_metabat2_27,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/972/235/GCA_963972235.1_ERR7163067_metabat2_27,uncultured Cafeteriaceae,na,ERR7163067_metabat2_27
GCA_026770585.1,GCA_026770585.1 Cryptophyta sp. CCMP2293 strain=CCMP2293 Crypto2293_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/770/585/GCA_026770585.1_Crypto2293_1,Cryptophyta sp. CCMP2293,strain=CCMP2293,Crypto2293_1
GCA_023338135.1,GCA_023338135.1 Phytopythium kandeliae strain=ATCC 66501 ASM2333813v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/135/GCA_023338135.1_ASM2333813v1,Phytopythium kandeliae,strain=ATCC 66501,ASM2333813v1
GCA_024679195.1,GCA_024679195.1 Phytophthora cinnamomi var. robiniae strain=Probi_OSU-2014 ASM2467919v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/195/GCA_024679195.1_ASM2467919v1,Phytophthora cinnamomi var. robiniae,strain=Probi_OSU-2014,ASM2467919v1
GCA_030267965.1,GCA_030267965.1 Triparma columacea TrCOL_01,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/267/965/GCA_030267965.1_TrCOL_01,Triparma columacea,na,TrCOL_01
GCA_023338205.1,GCA_023338205.1 Halophytophthora polymorphica strain=CBS 680.84 ASM2333820v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/205/GCA_023338205.1_ASM2333820v1,Halophytophthora polymorphica,strain=CBS 680.84,ASM2333820v1
GCA_949795235.1,GCA_949795235.1 Phytophthora capsici LT1534 Phytophthora_capsici_LT1534.assembly_v1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/795/235/GCA_949795235.1_Phytophthora_capsici_LT1534.assembly_v1.0,Phytophthora capsici LT1534,na,Phytophthora_capsici_LT1534.assembly_v1.0
GCA_023334395.1,GCA_023334395.1 Phytopythium sindhum strain=CBS 124518 ASM2333439v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/395/GCA_023334395.1_ASM2333439v1,Phytopythium sindhum,strain=CBS 124518,ASM2333439v1
GCA_022023675.2,GCA_022023675.2 Phytopythium vexans ASM2202367v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/023/675/GCA_022023675.2_ASM2202367v2,Phytopythium vexans,na,ASM2202367v2
GCA_023337965.1,GCA_023337965.1 Phytopythium vexans strain=CBS 119.80 ASM2333796v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/337/965/GCA_023337965.1_ASM2333796v1,Phytopythium vexans,strain=CBS 119.80,ASM2333796v1
GCA_036325645.1,GCA_036325645.1 Balantidium ctenopharyngodoni strain=A1 ASM3632564v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/325/645/GCA_036325645.1_ASM3632564v1,Balantidium ctenopharyngodoni,strain=A1,ASM3632564v1
GCA_026008555.1,GCA_026008555.1 Fistulifera pelliculosa strain=CCMP 543 Fpelliculosa_ONT_v02,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/008/555/GCA_026008555.1_Fpelliculosa_ONT_v02,Fistulifera pelliculosa,strain=CCMP 543,Fpelliculosa_ONT_v02
GCA_027406405.1,GCA_027406405.1 Blastocystis sp. subtype 1 ASM2740640v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/406/405/GCA_027406405.1_ASM2740640v1,Blastocystis sp. subtype 1,na,ASM2740640v1
GCA_937863765.1,GCA_937863765.1 Blastocystis sp. subtype 1 ERR1995252_bin.1_CONCOCT_v1.1_MAG,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/863/765/GCA_937863765.1_ERR1995252_bin.1_CONCOCT_v1.1_MAG,Blastocystis sp. subtype 1,na,ERR1995252_bin.1_CONCOCT_v1.1_MAG
GCA_027406365.1,GCA_027406365.1 Blastocystis sp. subtype 1 ASM2740636v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/406/365/GCA_027406365.1_ASM2740636v1,Blastocystis sp. subtype 1,na,ASM2740636v1
GCA_027406485.1,GCA_027406485.1 Blastocystis sp. subtype 1 ASM2740648v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/406/485/GCA_027406485.1_ASM2740648v1,Blastocystis sp. subtype 1,na,ASM2740648v1
GCA_937871655.1,GCA_937871655.1 Blastocystis sp. subtype 1 ERR1305896_bin.110_CONCOCT_v1.1_MAG,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/871/655/GCA_937871655.1_ERR1305896_bin.110_CONCOCT_v1.1_MAG,Blastocystis sp. subtype 1,na,ERR1305896_bin.110_CONCOCT_v1.1_MAG
GCA_934883995.1,GCA_934883995.1 Blastocystis sp. subtype 1 min17_eukbin1_v3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/934/883/995/GCA_934883995.1_min17_eukbin1_v3,Blastocystis sp. subtype 1,na,min17_eukbin1_v3
GCA_027406325.1,GCA_027406325.1 Blastocystis sp. subtype 2 ASM2740632v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/406/325/GCA_027406325.1_ASM2740632v1,Blastocystis sp. subtype 2,na,ASM2740632v1
GCA_029241015.1,GCA_029241015.1 Blastocystis sp. subtype 3 ASM2924101v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/015/GCA_029241015.1_ASM2924101v1,Blastocystis sp. subtype 3,na,ASM2924101v1
GCA_029241115.1,GCA_029241115.1 Blastocystis sp. subtype 3 ASM2924111v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/115/GCA_029241115.1_ASM2924111v1,Blastocystis sp. subtype 3,na,ASM2924111v1
GCA_029241125.1,GCA_029241125.1 Blastocystis sp. subtype 3 ASM2924112v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/125/GCA_029241125.1_ASM2924112v1,Blastocystis sp. subtype 3,na,ASM2924112v1
GCA_029241395.1,GCA_029241395.1 Blastocystis sp. subtype 3 ASM2924139v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/395/GCA_029241395.1_ASM2924139v1,Blastocystis sp. subtype 3,na,ASM2924139v1
GCA_029241475.1,GCA_029241475.1 Blastocystis sp. subtype 3 ASM2924147v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/475/GCA_029241475.1_ASM2924147v1,Blastocystis sp. subtype 3,na,ASM2924147v1
GCA_029241535.1,GCA_029241535.1 Blastocystis sp. subtype 3 ASM2924153v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/535/GCA_029241535.1_ASM2924153v1,Blastocystis sp. subtype 3,na,ASM2924153v1
GCA_029241045.1,GCA_029241045.1 Blastocystis sp. subtype 3 ASM2924104v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/045/GCA_029241045.1_ASM2924104v1,Blastocystis sp. subtype 3,na,ASM2924104v1
GCA_029241145.1,GCA_029241145.1 Blastocystis sp. subtype 3 ASM2924114v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/145/GCA_029241145.1_ASM2924114v1,Blastocystis sp. subtype 3,na,ASM2924114v1
GCA_029241245.1,GCA_029241245.1 Blastocystis sp. subtype 3 ASM2924124v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/245/GCA_029241245.1_ASM2924124v1,Blastocystis sp. subtype 3,na,ASM2924124v1
GCA_029241435.1,GCA_029241435.1 Blastocystis sp. subtype 3 ASM2924143v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/435/GCA_029241435.1_ASM2924143v1,Blastocystis sp. subtype 3,na,ASM2924143v1
GCA_029241685.1,GCA_029241685.1 Blastocystis sp. subtype 3 ASM2924168v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/685/GCA_029241685.1_ASM2924168v1,Blastocystis sp. subtype 3,na,ASM2924168v1
GCA_029241775.1,GCA_029241775.1 Blastocystis sp. subtype 3 ASM2924177v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/775/GCA_029241775.1_ASM2924177v1,Blastocystis sp. subtype 3,na,ASM2924177v1
GCA_025449415.1,GCA_025449415.1 Blastocystis sp. subtype 3 ASM2544941v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/449/415/GCA_025449415.1_ASM2544941v1,Blastocystis sp. subtype 3,na,ASM2544941v1
GCA_029240965.1,GCA_029240965.1 Blastocystis sp. subtype 3 ASM2924096v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/240/965/GCA_029240965.1_ASM2924096v1,Blastocystis sp. subtype 3,na,ASM2924096v1
GCA_029241035.1,GCA_029241035.1 Blastocystis sp. subtype 3 ASM2924103v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/035/GCA_029241035.1_ASM2924103v1,Blastocystis sp. subtype 3,na,ASM2924103v1
GCA_029241095.1,GCA_029241095.1 Blastocystis sp. subtype 3 ASM2924109v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/095/GCA_029241095.1_ASM2924109v1,Blastocystis sp. subtype 3,na,ASM2924109v1
GCA_029241195.1,GCA_029241195.1 Blastocystis sp. subtype 3 ASM2924119v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/195/GCA_029241195.1_ASM2924119v1,Blastocystis sp. subtype 3,na,ASM2924119v1
GCA_029241215.1,GCA_029241215.1 Blastocystis sp. subtype 3 ASM2924121v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/215/GCA_029241215.1_ASM2924121v1,Blastocystis sp. subtype 3,na,ASM2924121v1
GCA_029241235.1,GCA_029241235.1 Blastocystis sp. subtype 3 ASM2924123v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/235/GCA_029241235.1_ASM2924123v1,Blastocystis sp. subtype 3,na,ASM2924123v1
GCA_029241275.1,GCA_029241275.1 Blastocystis sp. subtype 3 ASM2924127v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/275/GCA_029241275.1_ASM2924127v1,Blastocystis sp. subtype 3,na,ASM2924127v1
GCA_029241375.1,GCA_029241375.1 Blastocystis sp. subtype 3 ASM2924137v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/375/GCA_029241375.1_ASM2924137v1,Blastocystis sp. subtype 3,na,ASM2924137v1
GCA_029241555.1,GCA_029241555.1 Blastocystis sp. subtype 3 ASM2924155v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/555/GCA_029241555.1_ASM2924155v1,Blastocystis sp. subtype 3,na,ASM2924155v1
GCA_029241595.1,GCA_029241595.1 Blastocystis sp. subtype 3 ASM2924159v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/595/GCA_029241595.1_ASM2924159v1,Blastocystis sp. subtype 3,na,ASM2924159v1
GCA_029241645.1,GCA_029241645.1 Blastocystis sp. subtype 3 ASM2924164v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/645/GCA_029241645.1_ASM2924164v1,Blastocystis sp. subtype 3,na,ASM2924164v1
GCA_029241675.1,GCA_029241675.1 Blastocystis sp. subtype 3 ASM2924167v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/675/GCA_029241675.1_ASM2924167v1,Blastocystis sp. subtype 3,na,ASM2924167v1
GCA_029241715.1,GCA_029241715.1 Blastocystis sp. subtype 3 ASM2924171v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/715/GCA_029241715.1_ASM2924171v1,Blastocystis sp. subtype 3,na,ASM2924171v1
GCA_027406385.1,GCA_027406385.1 Blastocystis sp. subtype 3 ASM2740638v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/406/385/GCA_027406385.1_ASM2740638v1,Blastocystis sp. subtype 3,na,ASM2740638v1
GCA_029240975.1,GCA_029240975.1 Blastocystis sp. subtype 3 ASM2924097v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/240/975/GCA_029240975.1_ASM2924097v1,Blastocystis sp. subtype 3,na,ASM2924097v1
GCA_029241065.1,GCA_029241065.1 Blastocystis sp. subtype 3 ASM2924106v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/065/GCA_029241065.1_ASM2924106v1,Blastocystis sp. subtype 3,na,ASM2924106v1
GCA_029241155.1,GCA_029241155.1 Blastocystis sp. subtype 3 ASM2924115v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/155/GCA_029241155.1_ASM2924115v1,Blastocystis sp. subtype 3,na,ASM2924115v1
GCA_029241355.1,GCA_029241355.1 Blastocystis sp. subtype 3 ASM2924135v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/355/GCA_029241355.1_ASM2924135v1,Blastocystis sp. subtype 3,na,ASM2924135v1
GCA_029241405.1,GCA_029241405.1 Blastocystis sp. subtype 3 ASM2924140v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/405/GCA_029241405.1_ASM2924140v1,Blastocystis sp. subtype 3,na,ASM2924140v1
GCA_029241455.1,GCA_029241455.1 Blastocystis sp. subtype 3 ASM2924145v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/455/GCA_029241455.1_ASM2924145v1,Blastocystis sp. subtype 3,na,ASM2924145v1
GCA_029241495.1,GCA_029241495.1 Blastocystis sp. subtype 3 ASM2924149v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/495/GCA_029241495.1_ASM2924149v1,Blastocystis sp. subtype 3,na,ASM2924149v1
GCA_029241515.1,GCA_029241515.1 Blastocystis sp. subtype 3 ASM2924151v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/515/GCA_029241515.1_ASM2924151v1,Blastocystis sp. subtype 3,na,ASM2924151v1
GCA_029241565.1,GCA_029241565.1 Blastocystis sp. subtype 3 ASM2924156v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/565/GCA_029241565.1_ASM2924156v1,Blastocystis sp. subtype 3,na,ASM2924156v1
GCA_029241605.1,GCA_029241605.1 Blastocystis sp. subtype 3 ASM2924160v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/605/GCA_029241605.1_ASM2924160v1,Blastocystis sp. subtype 3,na,ASM2924160v1
GCA_029241815.1,GCA_029241815.1 Blastocystis sp. subtype 3 ASM2924181v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/815/GCA_029241815.1_ASM2924181v1,Blastocystis sp. subtype 3,na,ASM2924181v1
GCA_029241635.1,GCA_029241635.1 Blastocystis sp. subtype 3 ASM2924163v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/635/GCA_029241635.1_ASM2924163v1,Blastocystis sp. subtype 3,na,ASM2924163v1
GCA_029241725.1,GCA_029241725.1 Blastocystis sp. subtype 3 ASM2924172v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/725/GCA_029241725.1_ASM2924172v1,Blastocystis sp. subtype 3,na,ASM2924172v1
GCA_029241755.1,GCA_029241755.1 Blastocystis sp. subtype 3 ASM2924175v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/755/GCA_029241755.1_ASM2924175v1,Blastocystis sp. subtype 3,na,ASM2924175v1
GCA_029241785.1,GCA_029241785.1 Blastocystis sp. subtype 3 ASM2924178v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/241/785/GCA_029241785.1_ASM2924178v1,Blastocystis sp. subtype 3,na,ASM2924178v1
GCA_937873115.1,GCA_937873115.1 Blastocystis sp. subtype 4 ERR912198_bin.19_CONCOCT_v1.1_MAG,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/873/115/GCA_937873115.1_ERR912198_bin.19_CONCOCT_v1.1_MAG,Blastocystis sp. subtype 4,na,ERR912198_bin.19_CONCOCT_v1.1_MAG
GCA_937862745.1,GCA_937862745.1 Blastocystis sp. subtype 4 ERR1430553_bin.42_CONCOCT_v1.1_MAG,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/862/745/GCA_937862745.1_ERR1430553_bin.42_CONCOCT_v1.1_MAG,Blastocystis sp. subtype 4,na,ERR1430553_bin.42_CONCOCT_v1.1_MAG
GCA_025449385.1,GCA_025449385.1 Blastocystis sp. subtype 6 ASM2544938v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/449/385/GCA_025449385.1_ASM2544938v1,Blastocystis sp. subtype 6,na,ASM2544938v1
GCA_944391175.1,GCA_944391175.1 Blastocystis sp. subtype 6 BRZ_BR__eukbin11,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/391/175/GCA_944391175.1_BRZ_BR_eukbin11,Blastocystis sp. subtype 6,na,BRZ_BR__eukbin11
GCA_023338225.1,GCA_023338225.1 Halophytophthora batemanensis strain=CBS 679.84 ASM2333822v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/225/GCA_023338225.1_ASM2333822v1,Halophytophthora batemanensis,strain=CBS 679.84,ASM2333822v1
GCA_023336175.1,GCA_023336175.1 Globisporangium lucens strain=CBS 113342 ASM2333617v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/336/175/GCA_023336175.1_ASM2333617v1,Globisporangium lucens,strain=CBS 113342,ASM2333617v1
GCA_023336105.1,GCA_023336105.1 Pythium lycopersicum strain=CBS 122909 ASM2333610v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/336/105/GCA_023336105.1_ASM2333610v1,Pythium lycopersicum,strain=CBS 122909,ASM2333610v1
GCA_023334995.1,GCA_023334995.1 Pythium sukuiense strain=CBS 110030 ASM2333499v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/995/GCA_023334995.1_ASM2333499v1,Pythium sukuiense,strain=CBS 110030,ASM2333499v1
GCA_023338025.1,GCA_023338025.1 Phytopythium oedochilum strain=CBS 292.37 ASM2333802v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/025/GCA_023338025.1_ASM2333802v1,Phytopythium oedochilum,strain=CBS 292.37,ASM2333802v1
GCA_023334545.1,GCA_023334545.1 Salisapilia sapeloensis strain=CBS 127946 ASM2333454v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/545/GCA_023334545.1_ASM2333454v1,Salisapilia sapeloensis,strain=CBS 127946,ASM2333454v1
GCA_026419775.2,GCA_026419775.2 Acrasis kona strain=ATCC MYA-3509 AKona_v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/419/775/GCA_026419775.2_AKona_v2,Acrasis kona,strain=ATCC MYA-3509,AKona_v2
GCA_036939715.1,GCA_036939715.1 Shionodiscus oestrupii strain=AJA294-31 ASM3693971v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/715/GCA_036939715.1_ASM3693971v1,Shionodiscus oestrupii,strain=AJA294-31,ASM3693971v1
GCA_023333775.1,GCA_023333775.1 Pythium sp. CBS 101876 strain=CBS 101876 ASM2333377v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/775/GCA_023333775.1_ASM2333377v1,Pythium sp. CBS 101876,strain=CBS 101876,ASM2333377v1
GCA_023338115.1,GCA_023338115.1 Phytopythium boreale strain=CBS 551.88 ASM2333811v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/115/GCA_023338115.1_ASM2333811v1,Phytopythium boreale,strain=CBS 551.88,ASM2333811v1
GCA_036939655.1,GCA_036939655.1 Thalassiosira allenii strain=AJA297-05 ASM3693965v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/655/GCA_036939655.1_ASM3693965v1,Thalassiosira allenii,strain=AJA297-05,ASM3693965v1
GCA_944320215.1,GCA_944320215.1 Blastocystis sp. subtype 7 BRZ_MM__eukbin32,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/320/215/GCA_944320215.1_BRZ_MM_eukbin32,Blastocystis sp. subtype 7,na,BRZ_MM__eukbin32
GCA_027406465.1,GCA_027406465.1 Blastocystis sp. subtype 7 ASM2740646v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/406/465/GCA_027406465.1_ASM2740646v1,Blastocystis sp. subtype 7,na,ASM2740646v1
GCA_023807265.1,GCA_023807265.1 Metadinium minorum ASM2380726v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/265/GCA_023807265.1_ASM2380726v1,Metadinium minorum,na,ASM2380726v1
GCA_023338175.1,GCA_023338175.1 Phytopythium delawarense strain=CBS 123040 ASM2333817v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/175/GCA_023338175.1_ASM2333817v1,Phytopythium delawarense,strain=CBS 123040,ASM2333817v1
GCA_024679225.1,GCA_024679225.1 Phytophthora pisi strain=Ppisi_OSU-2014 ASM2467922v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/225/GCA_024679225.1_ASM2467922v1,Phytophthora pisi,strain=Ppisi_OSU-2014,ASM2467922v1
GCA_026724335.1,GCA_026724335.1 Theileria parva parva strain=Kiambu 5 ASM2672433v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/724/335/GCA_026724335.1_ASM2672433v1,Theileria parva parva,strain=Kiambu 5,ASM2672433v1
GCA_026724375.1,GCA_026724375.1 Theileria parva lawrencei ASM2672437v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/724/375/GCA_026724375.1_ASM2672437v1,Theileria parva lawrencei,na,ASM2672437v1
GCA_036939495.1,GCA_036939495.1 Thalassiosira hispida strain=AJA318-38 ASM3693949v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/495/GCA_036939495.1_ASM3693949v1,Thalassiosira hispida,strain=AJA318-38,ASM3693949v1
GCA_023658695.1,GCA_023658695.1 Schmidingerella arcuata Architectural MIC,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/658/695/GCA_023658695.1_Architectural_MIC,Schmidingerella arcuata,na,Architectural MIC
GCA_000318465.3,GCA_000318465.3 Phytophthora lateralis MPF4 strain=MPF4 MPF4_v2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/465/GCA_000318465.3_MPF4_v2.1,Phytophthora lateralis MPF4,strain=MPF4,MPF4_v2.1
GCA_964014055.1,GCA_964014055.1 Leishmania braziliensis MHOM/BR/75/M2903 strain=M2903 Leishmania_braziliensis_M2903-Dec2022,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/014/055/GCA_964014055.1_Leishmania_braziliensis_M2903-Dec2022,Leishmania braziliensis MHOM/BR/75/M2903,strain=M2903,Leishmania_braziliensis_M2903-Dec2022
GCA_026724395.1,GCA_026724395.1 Theileria sp. buffalo ASM2672439v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/724/395/GCA_026724395.1_ASM2672439v1,Theileria sp. buffalo,na,ASM2672439v1
GCA_963970005.1,GCA_963970005.1 Durusdinium trenchii Durusdinium_trenchii_CCMP2556,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/970/005/GCA_963970005.1_Durusdinium_trenchii_CCMP2556,Durusdinium trenchii,na,Durusdinium_trenchii_CCMP2556
GCA_963969995.1,GCA_963969995.1 Durusdinium trenchii Durusdinium_trenchii_SCF082,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/969/995/GCA_963969995.1_Durusdinium_trenchii_SCF082,Durusdinium trenchii,na,Durusdinium_trenchii_SCF082
GCA_023335935.1,GCA_023335935.1 Pythium phragmiticola strain=CBS 135511 ASM2333593v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/335/935/GCA_023335935.1_ASM2333593v1,Pythium phragmiticola,strain=CBS 135511,ASM2333593v1
GCA_036940105.1,GCA_036940105.1 Skeletonema potamos strain=AJA081-3 ASM3694010v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/940/105/GCA_036940105.1_ASM3694010v1,Skeletonema potamos,strain=AJA081-3,ASM3694010v1
GCA_027475765.1,GCA_027475765.1 Paralagenidium karlingii strain=CBS 134681 ASM2747576v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/475/765/GCA_027475765.1_ASM2747576v1,Paralagenidium karlingii,strain=CBS 134681,ASM2747576v1
GCA_023334245.1,GCA_023334245.1 Globisporangium cederbergense strain=CBS 133716 ASM2333424v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/245/GCA_023334245.1_ASM2333424v1,Globisporangium cederbergense,strain=CBS 133716,ASM2333424v1
GCA_914767885.1,GCA_914767885.1 Blepharisma stoltei strain=ATCC 30299 Bstoltei_ATCC30299_MIC_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/914/767/885/GCA_914767885.1_Bstoltei_ATCC30299_MIC_1.0,Blepharisma stoltei,strain=ATCC 30299,Bstoltei_ATCC30299_MIC_1.0
GCA_949751815.1,GCA_949751815.1 Blepharisma stoltei strain=HT-IV Bstoltei_HTIV-MAC1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/751/815/GCA_949751815.1_Bstoltei_HTIV-MAC1,Blepharisma stoltei,strain=HT-IV,Bstoltei_HTIV-MAC1
GCA_026770025.1,GCA_026770025.1 Craspedostauros australis strain=CCMP3328 DD_uo2022,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/770/025/GCA_026770025.1_DD_uo2022,Craspedostauros australis,strain=CCMP3328,DD_uo2022
